user_id,image_id,file_name,width,height,category,style,rating,season,occasion
user_75,000075,000075.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_76,000076,000076.jpg,468,832,skirt,skirt,5,summer,casual
user_76,000076,000076.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_77,000077,000077.jpg,468,624,shorts,shorts,5,summer,casual
user_77,000077,000077.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_78,000078,000078.jpg,468,624,shorts,shorts,5,summer,casual
user_78,000078,000078.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_79,000079,000079.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_80,000080,000080.jpg,468,830,vest,vest,5,summer,casual
user_81,000081,000081.jpg,468,631,vest,vest,5,summer,casual
user_82,000082,000082.jpg,468,624,vest,vest,5,summer,casual
user_83,000083,000083.jpg,468,631,shorts,shorts,5,summer,casual
user_83,000083,000083.jpg,468,631,vest,vest,5,summer,casual
user_84,000084,000084.jpg,468,624,vest,vest,5,summer,casual
user_85,000085,000085.jpg,468,830,short sleeve dress,short sleeve dress,5,summer,casual
user_86,000086,000086.jpg,468,832,short sleeve dress,short sleeve dress,5,summer,casual
user_87,000087,000087.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_87,000087,000087.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_88,000088,000088.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_88,000088,000088.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_89,000089,000089.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_90,000090,000090.jpg,468,831,short sleeve dress,short sleeve dress,5,summer,casual
user_91,000091,000091.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_92,000092,000092.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_93,000093,000093.jpg,624,468,short sleeve dress,short sleeve dress,5,summer,casual
user_93,000093,000093.jpg,624,468,short sleeve top,short sleeve top,5,summer,casual
user_94,000094,000094.jpg,360,480,short sleeve dress,short sleeve dress,5,summer,casual
user_95,000095,000095.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_96,000096,000096.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_96,000096,000096.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_97,000097,000097.jpg,468,832,short sleeve dress,short sleeve dress,5,summer,casual
user_98,000098,000098.jpg,351,468,short sleeve dress,short sleeve dress,5,summer,casual
user_99,000099,000099.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_0,000100,000100.jpg,468,346,long sleeve dress,long sleeve dress,5,summer,casual
user_1,000101,000101.jpg,347,468,trousers,trousers,5,summer,casual
user_2,000102,000102.jpg,300,400,vest dress,vest dress,5,summer,casual
user_3,000103,000103.jpg,468,826,vest dress,vest dress,5,summer,casual
user_4,000104,000104.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_5,000105,000105.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_6,000106,000106.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_7,000107,000107.jpg,468,832,long sleeve top,long sleeve top,5,summer,casual
user_8,000108,000108.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_9,000109,000109.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_10,000110,000110.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_11,000111,000111.jpg,300,400,skirt,skirt,5,summer,casual
user_11,000111,000111.jpg,300,400,vest,vest,5,summer,casual
user_12,000112,000112.jpg,468,631,skirt,skirt,5,summer,casual
user_12,000112,000112.jpg,468,631,vest,vest,5,summer,casual
user_13,000113,000113.jpg,300,400,skirt,skirt,5,summer,casual
user_13,000113,000113.jpg,300,400,vest,vest,5,summer,casual
user_14,000114,000114.jpg,468,522,skirt,skirt,5,summer,casual
user_14,000114,000114.jpg,468,522,vest,vest,5,summer,casual
user_15,000115,000115.jpg,468,624,skirt,skirt,5,summer,casual
user_15,000115,000115.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_16,000116,000116.jpg,468,624,skirt,skirt,5,summer,casual
user_16,000116,000116.jpg,468,624,vest,vest,5,summer,casual
user_17,000117,000117.jpg,468,529,skirt,skirt,5,summer,casual
user_17,000117,000117.jpg,468,529,vest,vest,5,summer,casual
user_18,000118,000118.jpg,297,400,skirt,skirt,5,summer,casual
user_18,000118,000118.jpg,297,400,vest,vest,5,summer,casual
user_19,000119,000119.jpg,468,351,skirt,skirt,5,summer,casual
user_19,000119,000119.jpg,468,351,vest,vest,5,summer,casual
user_20,000120,000120.jpg,468,631,skirt,skirt,5,summer,casual
user_20,000120,000120.jpg,468,631,vest,vest,5,summer,casual
user_21,000121,000121.jpg,300,400,skirt,skirt,5,summer,casual
user_21,000121,000121.jpg,300,400,vest,vest,5,summer,casual
user_21,000121,000121.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_22,000122,000122.jpg,468,624,vest,vest,5,summer,casual
user_23,000123,000123.jpg,351,468,skirt,skirt,5,summer,casual
user_23,000123,000123.jpg,351,468,vest,vest,5,summer,casual
user_24,000124,000124.jpg,300,400,skirt,skirt,5,summer,casual
user_24,000124,000124.jpg,300,400,vest,vest,5,summer,casual
user_25,000125,000125.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_26,000126,000126.jpg,468,624,skirt,skirt,5,summer,casual
user_26,000126,000126.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_27,000127,000127.jpg,468,630,short sleeve top,short sleeve top,5,summer,casual
user_27,000127,000127.jpg,468,630,sling dress,sling dress,5,summer,casual
user_28,000128,000128.jpg,468,625,vest dress,vest dress,5,summer,casual
user_29,000129,000129.jpg,468,624,skirt,skirt,5,summer,casual
user_29,000129,000129.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_30,000130,000130.jpg,300,400,skirt,skirt,5,summer,casual
user_30,000130,000130.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_31,000131,000131.jpg,468,624,skirt,skirt,5,summer,casual
user_32,000132,000132.jpg,468,624,skirt,skirt,5,summer,casual
user_32,000132,000132.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_33,000133,000133.jpg,468,624,skirt,skirt,5,summer,casual
user_33,000133,000133.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_34,000134,000134.jpg,300,400,skirt,skirt,5,summer,casual
user_34,000134,000134.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_35,000135,000135.jpg,400,300,skirt,skirt,5,summer,casual
user_36,000136,000136.jpg,285,400,vest dress,vest dress,5,summer,casual
user_37,000137,000137.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_38,000138,000138.jpg,468,825,vest dress,vest dress,5,summer,casual
user_39,000139,000139.jpg,468,825,vest dress,vest dress,5,summer,casual
user_40,000140,000140.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_41,000141,000141.jpg,468,830,trousers,trousers,5,summer,casual
user_41,000141,000141.jpg,468,830,long sleeve top,long sleeve top,5,summer,casual
user_42,000142,000142.jpg,468,351,long sleeve top,long sleeve top,5,summer,casual
user_42,000142,000142.jpg,468,351,long sleeve top,long sleeve top,5,summer,casual
user_43,000143,000143.jpg,468,831,long sleeve outwear,long sleeve outwear,5,summer,casual
user_44,000144,000144.jpg,468,832,long sleeve top,long sleeve top,5,summer,casual
user_45,000145,000145.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_46,000146,000146.jpg,468,832,long sleeve outwear,long sleeve outwear,5,summer,casual
user_47,000147,000147.jpg,468,263,long sleeve top,long sleeve top,5,summer,casual
user_48,000148,000148.jpg,468,832,long sleeve top,long sleeve top,5,summer,casual
user_49,000149,000149.jpg,468,624,trousers,trousers,5,summer,casual
user_49,000149,000149.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_50,000150,000150.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_51,000151,000151.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_52,000152,000152.jpg,468,624,trousers,trousers,5,summer,casual
user_52,000152,000152.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_53,000153,000153.jpg,468,832,trousers,trousers,5,summer,casual
user_53,000153,000153.jpg,468,832,long sleeve top,long sleeve top,5,summer,casual
user_54,000154,000154.jpg,468,624,trousers,trousers,5,summer,casual
user_54,000154,000154.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_55,000155,000155.jpg,468,351,long sleeve top,long sleeve top,5,summer,casual
user_56,000156,000156.jpg,468,832,long sleeve top,long sleeve top,5,summer,casual
user_57,000157,000157.jpg,468,625,long sleeve outwear,long sleeve outwear,5,summer,casual
user_58,000158,000158.jpg,468,263,long sleeve top,long sleeve top,5,summer,casual
user_58,000158,000158.jpg,468,263,long sleeve top,long sleeve top,5,summer,casual
user_59,000159,000159.jpg,468,263,long sleeve top,long sleeve top,5,summer,casual
user_59,000159,000159.jpg,468,263,long sleeve top,long sleeve top,5,summer,casual
user_60,000160,000160.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_61,000161,000161.jpg,468,636,skirt,skirt,5,summer,casual
user_61,000161,000161.jpg,468,636,short sleeve top,short sleeve top,5,summer,casual
user_62,000162,000162.jpg,468,611,long sleeve dress,long sleeve dress,5,summer,casual
user_63,000163,000163.jpg,327,435,long sleeve dress,long sleeve dress,5,summer,casual
user_64,000164,000164.jpg,468,831,long sleeve dress,long sleeve dress,5,summer,casual
user_65,000165,000165.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_66,000166,000166.jpg,300,400,long sleeve dress,long sleeve dress,5,summer,casual
user_67,000167,000167.jpg,300,400,long sleeve dress,long sleeve dress,5,summer,casual
user_68,000168,000168.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_69,000169,000169.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_69,000169,000169.jpg,468,624,vest dress,vest dress,5,summer,casual
user_70,000170,000170.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_71,000171,000171.jpg,468,351,short sleeve top,short sleeve top,5,summer,casual
user_71,000171,000171.jpg,468,351,vest dress,vest dress,5,summer,casual
user_72,000172,000172.jpg,468,351,short sleeve top,short sleeve top,5,summer,casual
user_72,000172,000172.jpg,468,351,vest dress,vest dress,5,summer,casual
user_73,000173,000173.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_74,000174,000174.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_75,000175,000175.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_76,000176,000176.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_77,000177,000177.jpg,468,624,shorts,shorts,5,summer,casual
user_77,000177,000177.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_78,000178,000178.jpg,468,351,short sleeve top,short sleeve top,5,summer,casual
user_78,000178,000178.jpg,468,351,vest dress,vest dress,5,summer,casual
user_79,000179,000179.jpg,468,346,short sleeve top,short sleeve top,5,summer,casual
user_80,000180,000180.jpg,468,346,shorts,shorts,5,summer,casual
user_80,000180,000180.jpg,468,346,short sleeve top,short sleeve top,5,summer,casual
user_81,000181,000181.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_82,000182,000182.jpg,468,624,trousers,trousers,5,summer,casual
user_82,000182,000182.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_83,000183,000183.jpg,468,822,short sleeve top,short sleeve top,5,summer,casual
user_84,000184,000184.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_85,000185,000185.jpg,468,831,short sleeve top,short sleeve top,5,summer,casual
user_86,000186,000186.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_87,000187,000187.jpg,351,468,short sleeve dress,short sleeve dress,5,summer,casual
user_88,000188,000188.jpg,468,831,short sleeve dress,short sleeve dress,5,summer,casual
user_89,000189,000189.jpg,468,627,short sleeve dress,short sleeve dress,5,summer,casual
user_90,000190,000190.jpg,468,627,short sleeve dress,short sleeve dress,5,summer,casual
user_91,000191,000191.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_92,000192,000192.jpg,468,832,short sleeve dress,short sleeve dress,5,summer,casual
user_93,000193,000193.jpg,468,625,long sleeve outwear,long sleeve outwear,5,summer,casual
user_94,000194,000194.jpg,468,624,trousers,trousers,5,summer,casual
user_94,000194,000194.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_95,000195,000195.jpg,468,624,trousers,trousers,5,summer,casual
user_95,000195,000195.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_96,000196,000196.jpg,468,625,trousers,trousers,5,summer,casual
user_96,000196,000196.jpg,468,625,long sleeve outwear,long sleeve outwear,5,summer,casual
user_97,000197,000197.jpg,468,625,trousers,trousers,5,summer,casual
user_97,000197,000197.jpg,468,625,long sleeve outwear,long sleeve outwear,5,summer,casual
user_98,000198,000198.jpg,360,640,long sleeve outwear,long sleeve outwear,5,summer,casual
user_99,000199,000199.jpg,468,625,long sleeve outwear,long sleeve outwear,5,summer,casual
user_0,000200,000200.jpg,468,625,long sleeve outwear,long sleeve outwear,5,summer,casual
user_1,000201,000201.jpg,468,624,skirt,skirt,5,summer,casual
user_1,000201,000201.jpg,468,624,vest,vest,5,summer,casual
user_2,000202,000202.jpg,468,624,skirt,skirt,5,summer,casual
user_2,000202,000202.jpg,468,624,vest,vest,5,summer,casual
user_3,000203,000203.jpg,468,624,vest,vest,5,summer,casual
user_4,000204,000204.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_5,000205,000205.jpg,468,624,skirt,skirt,5,summer,casual
user_6,000206,000206.jpg,300,400,skirt,skirt,5,summer,casual
user_6,000206,000206.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_7,000207,000207.jpg,300,400,skirt,skirt,5,summer,casual
user_7,000207,000207.jpg,300,400,vest,vest,5,summer,casual
user_8,000208,000208.jpg,281,400,short sleeve top,short sleeve top,5,summer,casual
user_8,000208,000208.jpg,281,400,skirt,skirt,5,summer,casual
user_9,000209,000209.jpg,468,832,skirt,skirt,5,summer,casual
user_10,000210,000210.jpg,400,300,skirt,skirt,5,summer,casual
user_11,000211,000211.jpg,400,301,skirt,skirt,5,summer,casual
user_12,000212,000212.jpg,450,640,skirt,skirt,5,summer,casual
user_12,000212,000212.jpg,450,640,short sleeve top,short sleeve top,5,summer,casual
user_13,000213,000213.jpg,400,400,skirt,skirt,5,summer,casual
user_13,000213,000213.jpg,400,400,short sleeve top,short sleeve top,5,summer,casual
user_14,000214,000214.jpg,300,400,skirt,skirt,5,summer,casual
user_14,000214,000214.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_15,000215,000215.jpg,225,400,skirt,skirt,5,summer,casual
user_16,000216,000216.jpg,468,832,sling dress,sling dress,5,summer,casual
user_16,000216,000216.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_17,000217,000217.jpg,468,644,trousers,trousers,5,summer,casual
user_17,000217,000217.jpg,468,644,short sleeve top,short sleeve top,5,summer,casual
user_18,000218,000218.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_19,000219,000219.jpg,468,624,trousers,trousers,5,summer,casual
user_19,000219,000219.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_20,000220,000220.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_21,000221,000221.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_22,000222,000222.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_23,000223,000223.jpg,468,958,trousers,trousers,5,summer,casual
user_23,000223,000223.jpg,468,958,short sleeve top,short sleeve top,5,summer,casual
user_24,000224,000224.jpg,468,624,shorts,shorts,5,summer,casual
user_24,000224,000224.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_25,000225,000225.jpg,468,780,short sleeve top,short sleeve top,5,summer,casual
user_26,000226,000226.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_27,000227,000227.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_28,000228,000228.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_29,000229,000229.jpg,468,780,short sleeve top,short sleeve top,5,summer,casual
user_30,000230,000230.jpg,468,826,short sleeve top,short sleeve top,5,summer,casual
user_31,000231,000231.jpg,468,905,trousers,trousers,5,summer,casual
user_31,000231,000231.jpg,468,905,short sleeve top,short sleeve top,5,summer,casual
user_32,000232,000232.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_33,000233,000233.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_34,000234,000234.jpg,468,627,shorts,shorts,5,summer,casual
user_34,000234,000234.jpg,468,627,short sleeve top,short sleeve top,5,summer,casual
user_35,000235,000235.jpg,468,624,skirt,skirt,5,summer,casual
user_35,000235,000235.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_36,000236,000236.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_37,000237,000237.jpg,468,351,long sleeve outwear,long sleeve outwear,5,summer,casual
user_38,000238,000238.jpg,468,626,long sleeve top,long sleeve top,5,summer,casual
user_38,000238,000238.jpg,468,626,trousers,trousers,5,summer,casual
user_39,000239,000239.jpg,468,624,trousers,trousers,5,summer,casual
user_40,000240,000240.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_41,000241,000241.jpg,468,625,long sleeve dress,long sleeve dress,5,summer,casual
user_42,000242,000242.jpg,468,625,long sleeve dress,long sleeve dress,5,summer,casual
user_43,000243,000243.jpg,351,468,long sleeve dress,long sleeve dress,5,summer,casual
user_44,000244,000244.jpg,468,831,trousers,trousers,5,summer,casual
user_44,000244,000244.jpg,468,831,long sleeve dress,long sleeve dress,5,summer,casual
user_45,000245,000245.jpg,468,625,long sleeve dress,long sleeve dress,5,summer,casual
user_46,000246,000246.jpg,459,816,long sleeve dress,long sleeve dress,5,summer,casual
user_47,000247,000247.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_48,000248,000248.jpg,468,832,long sleeve dress,long sleeve dress,5,summer,casual
user_49,000249,000249.jpg,459,816,long sleeve dress,long sleeve dress,5,summer,casual
user_50,000250,000250.jpg,468,632,long sleeve dress,long sleeve dress,5,summer,casual
user_51,000251,000251.jpg,468,625,long sleeve dress,long sleeve dress,5,summer,casual
user_52,000252,000252.jpg,468,831,trousers,trousers,5,summer,casual
user_52,000252,000252.jpg,468,831,long sleeve dress,long sleeve dress,5,summer,casual
user_53,000253,000253.jpg,468,831,trousers,trousers,5,summer,casual
user_53,000253,000253.jpg,468,831,long sleeve dress,long sleeve dress,5,summer,casual
user_54,000254,000254.jpg,468,625,long sleeve dress,long sleeve dress,5,summer,casual
user_55,000255,000255.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_55,000255,000255.jpg,468,624,trousers,trousers,5,summer,casual
user_56,000256,000256.jpg,468,632,long sleeve dress,long sleeve dress,5,summer,casual
user_57,000257,000257.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_58,000258,000258.jpg,468,624,trousers,trousers,5,summer,casual
user_58,000258,000258.jpg,468,624,trousers,trousers,5,summer,casual
user_58,000258,000258.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_58,000258,000258.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_59,000259,000259.jpg,468,624,skirt,skirt,5,summer,casual
user_60,000260,000260.jpg,468,833,skirt,skirt,5,summer,casual
user_60,000260,000260.jpg,468,833,long sleeve outwear,long sleeve outwear,5,summer,casual
user_61,000261,000261.jpg,468,624,skirt,skirt,5,summer,casual
user_61,000261,000261.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_62,000262,000262.jpg,468,631,skirt,skirt,5,summer,casual
user_62,000262,000262.jpg,468,631,short sleeve top,short sleeve top,5,summer,casual
user_63,000263,000263.jpg,468,624,skirt,skirt,5,summer,casual
